Utc,Role,Machine,Fps,Kbps,FramesTotal,FramesDropped,BytesTotal,WorkingSetMB,PrivateMB,DeltaFps,HangSuspect,LagSuspect,ZeroFpsStreak,SessionSeconds,TimerSkewMs
2026-09-12T06:24:25.5181790+00:00,host,DESKTOP-4DU3C4H,13,11614,6372,16766,1037092219,328.4,190.4,0,0,0,0,414,0
2026-09-12T06:24:26.5206056+00:00,host,DESKTOP-4DU3C4H,13,11614,6372,16766,1037092219,328.4,190.4,0,0,0,0,415,0
2026-09-12T06:24:27.5208955+00:00,host,DESKTOP-4DU3C4H,4,3809,6385,16793,1038565398,328.3,190.3,-9,0,1,0,416,0
2026-09-12T06:24:28.5228805+00:00,host,DESKTOP-4DU3C4H,9,8052,6394,16816,1039571859,320.5,182.6,5,0,0,0,417,0
2026-09-12T06:24:29.5226061+00:00,host,DESKTOP-4DU3C4H,12,11088,6407,16849,1041045207,320.5,182.7,3,0,0,0,418,0
2026-09-12T06:24:30.5241507+00:00,host,DESKTOP-4DU3C4H,16,13426,6423,16895,1042775480,336.7,198.9,4,0,0,0,419,0
2026-09-12T06:24:31.5264803+00:00,host,DESKTOP-4DU3C4H,16,14013,6440,16938,1044609444,327.5,191.2,0,0,0,0,420,16
2026-09-12T06:24:32.5415509+00:00,host,DESKTOP-4DU3C4H,11,10215,6455,16973,1046305053,328.9,190.9,-5,0,0,0,421,15
2026-09-12T06:24:33.5452628+00:00,host,DESKTOP-4DU3C4H,16,36847,6471,17010,1050979962,320.5,182.4,5,0,0,0,422,0
2026-09-12T06:24:34.5502883+00:00,host,DESKTOP-4DU3C4H,14,52405,6485,17045,1057740268,321.1,182.7,-2,0,0,0,423,0
2026-09-12T06:24:35.5425266+00:00,host,DESKTOP-4DU3C4H,11,42777,6497,17068,1063504493,332.1,194.0,-3,0,0,0,424,0
2026-09-12T06:24:36.5445831+00:00,host,DESKTOP-4DU3C4H,12,47493,6510,17092,1069809190,329.9,191.9,1,0,0,0,425,0
2026-09-12T06:24:37.5499233+00:00,host,DESKTOP-4DU3C4H,14,55443,6525,17125,1077065314,320.7,182.3,2,0,0,0,426,0
2026-09-12T06:24:38.5432768+00:00,host,DESKTOP-4DU3C4H,14,48996,6539,17157,1083379715,322.7,184.6,0,0,0,0,427,0
2026-09-12T06:24:39.5468670+00:00,host,DESKTOP-4DU3C4H,16,11066,6555,17200,1084785062,328.6,190.0,2,0,0,0,428,0
2026-09-12T06:24:40.5431455+00:00,host,DESKTOP-4DU3C4H,16,19637,6572,17229,1087355014,330.0,191.9,0,0,0,0,429,0
2026-09-12T06:24:41.5544269+00:00,host,DESKTOP-4DU3C4H,16,11786,6589,17244,1088873966,326.5,188.0,0,0,0,0,430,0
2026-09-12T06:24:42.5439191+00:00,host,DESKTOP-4DU3C4H,16,11786,6589,17244,1088873966,327.1,188.6,0,0,0,0,431,0
2026-09-12T06:24:43.5473548+00:00,host,DESKTOP-4DU3C4H,16,8320,6606,17258,1089946243,326.2,187.5,0,0,0,0,432,0
2026-09-12T06:24:44.5461340+00:00,host,DESKTOP-4DU3C4H,16,8313,6623,17272,1091018658,344.1,205.7,0,0,0,0,433,0
2026-09-12T06:24:45.5482157+00:00,host,DESKTOP-4DU3C4H,17,8454,6640,17285,1092091202,329.3,190.9,1,0,0,0,434,0
2026-09-12T06:24:46.5476056+00:00,host,DESKTOP-4DU3C4H,16,8312,6657,17300,1093163432,336.6,198.2,-1,0,0,0,435,0
2026-09-12T06:24:47.5509713+00:00,host,DESKTOP-4DU3C4H,17,8451,6674,17313,1094235646,319.4,180.5,1,0,0,0,436,0
2026-09-12T06:24:48.5501602+00:00,host,DESKTOP-4DU3C4H,16,8321,6691,17326,1095308007,327.2,188.5,-1,0,0,0,437,0
2026-09-12T06:24:49.5533133+00:00,host,DESKTOP-4DU3C4H,17,8445,6708,17341,1096380492,319.1,180.6,1,0,0,0,438,0
2026-09-12T06:24:50.5569424+00:00,host,DESKTOP-4DU3C4H,17,8444,6725,17354,1097452828,327.6,189.0,0,0,0,0,439,0
2026-09-12T06:24:51.5702939+00:00,host,DESKTOP-4DU3C4H,15,8346,6741,17369,1098545143,327.9,189.3,-2,0,0,0,440,16
2026-09-12T06:24:52.5702667+00:00,host,DESKTOP-4DU3C4H,16,19567,6757,17405,1100991072,328.0,189.6,1,0,0,0,441,0
2026-09-12T06:24:53.5578077+00:00,host,DESKTOP-4DU3C4H,16,22752,6773,17448,1103835126,319.9,181.4,0,0,0,0,442,0
2026-09-12T06:24:54.5722285+00:00,host,DESKTOP-4DU3C4H,16,23162,6789,17491,1106730376,328.2,190.0,0,0,0,0,443,0
2026-09-12T06:24:55.5594335+00:00,host,DESKTOP-4DU3C4H,16,23782,6805,17536,1109703110,334.9,197.9,0,0,0,0,444,0
2026-09-12T06:24:56.5598104+00:00,host,DESKTOP-4DU3C4H,16,23714,6822,17581,1112803714,325.9,189.9,0,0,0,0,445,0
2026-09-12T06:24:57.5715436+00:00,host,DESKTOP-4DU3C4H,16,23443,6838,17625,1115734073,328.4,190.1,0,0,0,0,446,0
2026-09-12T06:24:58.5689049+00:00,host,DESKTOP-4DU3C4H,16,23880,6855,17671,1118859381,328.5,190.2,0,0,0,0,447,0
2026-09-12T06:24:59.5609142+00:00,host,DESKTOP-4DU3C4H,16,23991,6872,17717,1121999259,328.2,189.9,0,0,0,0,448,0
2026-09-12T06:25:00.5618014+00:00,host,DESKTOP-4DU3C4H,16,23777,6888,17760,1124971360,328.5,190.2,0,0,0,0,449,0
2026-09-12T06:25:01.5730275+00:00,host,DESKTOP-4DU3C4H,16,24241,6905,17806,1128143839,328.4,190.1,0,0,0,0,450,16
2026-09-12T06:25:02.5851399+00:00,host,DESKTOP-4DU3C4H,16,24418,6922,17853,1131339598,320.7,182.4,0,0,0,0,451,0
2026-09-12T06:25:03.5831132+00:00,host,DESKTOP-4DU3C4H,16,20792,6938,17897,1133980125,320.8,182.4,0,0,0,0,452,0
2026-09-12T06:25:04.5852668+00:00,host,DESKTOP-4DU3C4H,16,19690,6955,17944,1136554594,320.7,182.4,0,0,0,0,453,0
2026-09-12T06:25:05.5857717+00:00,host,DESKTOP-4DU3C4H,16,19967,6972,17988,1139130346,328.5,190.2,0,0,0,0,454,0
2026-09-12T06:25:06.5880231+00:00,host,DESKTOP-4DU3C4H,16,19695,6989,18035,1141707931,328.5,190.1,0,0,0,0,455,0
2026-09-12T06:25:07.5742117+00:00,host,DESKTOP-4DU3C4H,16,20017,7006,18079,1144287578,328.7,190.4,0,0,0,0,456,0
2026-09-12T06:25:08.5767425+00:00,host,DESKTOP-4DU3C4H,16,19711,7023,18125,1146867198,328.6,190.2,0,0,0,0,457,0
2026-09-12T06:25:09.5771486+00:00,host,DESKTOP-4DU3C4H,16,20046,7040,18170,1149450572,334.3,198.3,0,0,0,0,458,0
2026-09-12T06:25:10.5760449+00:00,host,DESKTOP-4DU3C4H,16,19442,7056,18213,1151880770,320.7,182.3,0,0,0,0,459,0
2026-09-12T06:25:11.5785555+00:00,host,DESKTOP-4DU3C4H,16,19744,7073,18260,1154464831,336.7,198.5,0,0,0,0,460,0
2026-09-12T06:25:12.5828787+00:00,host,DESKTOP-4DU3C4H,16,19741,7090,18305,1157048434,336.6,198.2,0,0,0,0,461,0
2026-09-12T06:25:13.5814284+00:00,host,DESKTOP-4DU3C4H,16,19767,7107,18351,1159635471,320.4,182.3,0,0,0,0,462,0
2026-09-12T06:25:14.5828804+00:00,host,DESKTOP-4DU3C4H,16,19463,7123,18395,1162068402,328.6,190.3,0,0,0,0,463,0
2026-09-12T06:25:15.5837021+00:00,host,DESKTOP-4DU3C4H,16,20063,7140,18440,1164654077,328.4,190.2,0,0,0,0,464,0
2026-09-12T06:25:16.5844967+00:00,host,DESKTOP-4DU3C4H,16,19478,7156,18484,1167088860,328.9,190.8,0,0,0,0,465,0
2026-09-12T06:25:17.5855816+00:00,host,DESKTOP-4DU3C4H,16,19739,7173,18529,1169672256,328.6,190.4,0,0,0,0,466,0
2026-09-12T06:25:18.5880232+00:00,host,DESKTOP-4DU3C4H,16,19752,7190,18576,1172257260,320.9,182.8,0,0,0,0,467,0
2026-09-12T06:25:19.5880121+00:00,host,DESKTOP-4DU3C4H,16,19462,7206,18619,1174689955,320.5,182.3,0,0,0,0,468,0
2026-09-12T06:25:20.5898723+00:00,host,DESKTOP-4DU3C4H,16,20051,7223,18665,1177274020,320.9,182.7,0,0,0,0,469,15
2026-09-12T06:25:21.5941215+00:00,host,DESKTOP-4DU3C4H,16,19744,7240,18710,1179858030,328.7,190.6,0,0,0,0,470,0
2026-09-12T06:25:22.5928115+00:00,host,DESKTOP-4DU3C4H,16,19440,7256,18754,1182288067,328.9,190.8,0,0,0,0,471,0
2026-09-12T06:25:23.5940996+00:00,host,DESKTOP-4DU3C4H,16,19440,7256,18754,1182288067,328.2,190.0,0,0,0,0,472,0
2026-09-12T06:25:24.5948704+00:00,host,DESKTOP-4DU3C4H,16,19736,7273,18800,1184871007,320.8,182.7,0,0,0,0,473,0
2026-09-12T06:25:25.5955939+00:00,host,DESKTOP-4DU3C4H,16,19751,7290,18846,1187453420,320.9,182.7,0,0,0,0,474,0
2026-09-12T06:25:26.5979122+00:00,host,DESKTOP-4DU3C4H,16,19441,7307,18892,1190036600,328.6,190.6,0,0,0,0,475,0
2026-09-12T06:25:27.5988719+00:00,host,DESKTOP-4DU3C4H,16,19735,7324,18938,1192619387,328.8,190.8,0,0,0,0,476,0
2026-09-12T06:25:28.5999668+00:00,host,DESKTOP-4DU3C4H,16,19735,7341,18985,1195202239,328.5,190.5,0,0,0,0,477,0
2026-09-12T06:25:29.5989104+00:00,host,DESKTOP-4DU3C4H,16,19734,7358,19030,1197784933,320.2,182.1,0,0,0,0,478,0
2026-09-12T06:25:30.6029260+00:00,host,DESKTOP-4DU3C4H,16,19739,7375,19075,1200365864,328.5,190.4,0,0,0,0,479,0
2026-09-12T06:25:31.6041273+00:00,host,DESKTOP-4DU3C4H,16,19735,7392,19122,1202948738,320.6,182.6,0,0,0,0,480,0
2026-09-12T06:25:32.5914100+00:00,host,DESKTOP-4DU3C4H,16,19725,7409,19167,1205530226,320.7,182.8,0,0,0,0,481,0
2026-09-12T06:25:33.6054196+00:00,host,DESKTOP-4DU3C4H,16,19728,7426,19214,1208112163,320.5,182.5,0,0,0,0,482,16
2026-09-12T06:25:34.6092808+00:00,host,DESKTOP-4DU3C4H,16,19447,7442,19257,1210543039,328.6,190.5,0,0,0,0,483,0
2026-09-12T06:25:35.6089894+00:00,host,DESKTOP-4DU3C4H,16,20035,7459,19302,1213125089,334.6,198.2,0,0,0,0,484,0
2026-09-12T06:25:36.6185967+00:00,host,DESKTOP-4DU3C4H,16,19738,7476,19348,1215708339,328.5,190.3,0,0,0,0,485,0
2026-09-12T06:25:37.6110513+00:00,host,DESKTOP-4DU3C4H,16,19711,7493,19391,1218288017,328.6,190.5,0,0,0,0,486,0
2026-09-12T06:25:38.6111417+00:00,host,DESKTOP-4DU3C4H,15,18200,7508,19434,1220599394,335.5,198.6,-1,0,0,0,487,0
2026-09-12T06:25:39.6162522+00:00,host,DESKTOP-4DU3C4H,16,20320,7524,19478,1223139416,328.8,191.0,1,0,0,0,488,0
2026-09-12T06:25:40.6174334+00:00,host,DESKTOP-4DU3C4H,16,19762,7540,19524,1225686273,321.0,183.3,0,0,0,0,489,0
2026-09-12T06:25:41.6181315+00:00,host,DESKTOP-4DU3C4H,16,20355,7556,19567,1228230591,329.0,191.1,0,0,0,0,490,0
2026-09-12T06:25:42.6163858+00:00,host,DESKTOP-4DU3C4H,16,20366,7573,19614,1230934180,329.4,191.7,0,0,0,0,491,0
2026-09-12T06:25:43.6164185+00:00,host,DESKTOP-4DU3C4H,15,20765,7588,19654,1233612864,321.7,184.1,-1,0,0,0,492,0
2026-09-12T06:25:44.6065569+00:00,host,DESKTOP-4DU3C4H,16,23136,7604,19697,1236548184,329.8,192.3,1,0,0,0,493,0
2026-09-12T06:25:45.6124880+00:00,host,DESKTOP-4DU3C4H,16,22958,7620,19740,1239509790,324.4,189.3,0,0,0,0,494,0
2026-09-12T06:25:46.6184708+00:00,host,DESKTOP-4DU3C4H,16,23148,7636,19778,1242492993,321.8,183.8,0,0,0,0,495,0
2026-09-12T06:25:47.6176508+00:00,host,DESKTOP-4DU3C4H,16,23678,7652,19816,1245452715,321.3,183.3,0,0,0,0,496,0
2026-09-12T06:25:48.6165831+00:00,host,DESKTOP-4DU3C4H,15,22661,7667,19858,1248285392,329.5,191.8,-1,0,0,0,497,0
2026-09-12T06:25:49.6175595+00:00,host,DESKTOP-4DU3C4H,16,24251,7683,19900,1251316776,329.3,191.4,1,0,0,0,498,0
2026-09-12T06:25:50.6183245+00:00,host,DESKTOP-4DU3C4H,16,23700,7699,19931,1254279238,330.4,192.3,0,0,0,0,499,0
2026-09-12T06:25:51.6155234+00:00,host,DESKTOP-4DU3C4H,16,23888,7715,19965,1257265193,321.4,183.3,0,0,0,0,500,0
2026-09-12T06:25:52.6177729+00:00,host,DESKTOP-4DU3C4H,11,15479,7727,20005,1259291005,321.9,184.1,-5,0,0,0,501,0
2026-09-12T06:25:53.6173055+00:00,host,DESKTOP-4DU3C4H,16,21677,7743,20050,1262000632,329.6,191.5,5,0,0,0,502,0
2026-09-12T06:25:54.6127281+00:00,host,DESKTOP-4DU3C4H,16,22031,7759,20092,1264754521,329.7,191.8,0,0,0,0,503,0
2026-09-12T06:25:55.6181926+00:00,host,DESKTOP-4DU3C4H,16,22028,7775,20137,1267507987,322.0,184.0,0,0,0,0,504,0
2026-09-12T06:25:56.6177252+00:00,host,DESKTOP-4DU3C4H,16,21904,7791,20181,1270287032,329.8,191.9,0,0,0,0,505,0
2026-09-12T06:25:57.6176655+00:00,host,DESKTOP-4DU3C4H,16,22593,7808,20227,1273243846,322.0,184.2,0,0,0,0,506,0
2026-09-12T06:25:58.6168565+00:00,host,DESKTOP-4DU3C4H,16,22216,7824,20272,1276020904,330.1,192.2,0,0,0,0,507,0
2026-09-12T06:25:59.6171411+00:00,host,DESKTOP-4DU3C4H,16,22235,7840,20316,1278800307,330.4,192.6,0,0,0,0,508,0
2026-09-12T06:26:00.6205965+00:00,host,DESKTOP-4DU3C4H,16,21545,7856,20358,1281576886,330.7,193.0,0,0,0,0,509,16
2026-09-12T06:26:01.6350933+00:00,host,DESKTOP-4DU3C4H,16,21830,7872,20402,1284305666,321.0,183.5,0,0,0,0,510,0
2026-09-12T06:26:02.6340639+00:00,host,DESKTOP-4DU3C4H,16,21135,7888,20446,1286989774,319.2,181.0,0,0,0,0,511,0
2026-09-12T06:26:03.6327263+00:00,host,DESKTOP-4DU3C4H,16,22182,7904,20491,1289806926,327.3,189.2,0,0,0,0,512,0
2026-09-12T06:26:04.6226626+00:00,host,DESKTOP-4DU3C4H,15,22086,7919,20531,1292609150,327.5,189.2,-1,0,0,0,513,0
2026-09-12T06:26:05.6281890+00:00,host,DESKTOP-4DU3C4H,15,22086,7919,20531,1292609150,326.4,190.0,0,0,0,0,514,0
2026-09-12T06:26:06.6342802+00:00,host,DESKTOP-4DU3C4H,16,24267,7936,20577,1295785095,328.0,190.0,1,0,0,0,515,0
2026-09-12T06:26:07.6371347+00:00,host,DESKTOP-4DU3C4H,16,23915,7952,20620,1298774498,328.0,190.1,0,0,0,0,516,15
2026-09-12T06:26:08.6458016+00:00,host,DESKTOP-4DU3C4H,16,24276,7969,20667,1301951672,320.0,182.2,0,0,0,0,517,0
2026-09-12T06:26:09.6487547+00:00,host,DESKTOP-4DU3C4H,16,24269,7986,20712,1305127851,319.7,181.8,0,0,0,0,518,0
2026-09-12T06:26:10.6412966+00:00,host,DESKTOP-4DU3C4H,16,24276,8003,20759,1308305025,320.0,182.0,0,0,0,0,519,0
2026-09-12T06:26:11.6465949+00:00,host,DESKTOP-4DU3C4H,16,23918,8019,20800,1311294744,320.8,183.0,0,0,0,0,520,0
2026-09-12T06:26:12.6480920+00:00,host,DESKTOP-4DU3C4H,16,23857,8035,20831,1314276898,337.0,199.4,0,0,0,0,521,0
2026-09-12T06:26:13.6420884+00:00,host,DESKTOP-4DU3C4H,15,22707,8051,20875,1317248739,329.1,191.4,-1,0,0,0,522,0
2026-09-12T06:26:14.6390230+00:00,host,DESKTOP-4DU3C4H,16,23393,8067,20920,1320216701,329.2,191.5,1,0,0,0,523,0
2026-09-12T06:26:15.6469246+00:00,host,DESKTOP-4DU3C4H,16,23346,8083,20964,1323181693,328.7,190.9,0,0,0,0,524,0
2026-09-12T06:26:16.6515574+00:00,host,DESKTOP-4DU3C4H,16,23700,8099,21007,1326144166,329.1,191.5,0,0,0,0,525,0
2026-09-12T06:26:17.6491856+00:00,host,DESKTOP-4DU3C4H,16,23700,8115,21051,1329106671,321.1,183.4,0,0,0,0,526,0
2026-09-12T06:26:18.6389439+00:00,host,DESKTOP-4DU3C4H,16,23697,8131,21095,1332068806,321.6,183.9,0,0,0,0,527,0
2026-09-12T06:26:19.6507455+00:00,host,DESKTOP-4DU3C4H,16,24081,8147,21127,1335078926,328.8,191.0,0,0,0,0,528,0
2026-09-12T06:26:20.6486361+00:00,host,DESKTOP-4DU3C4H,16,24628,8164,21174,1338302076,329.2,191.5,0,0,0,0,529,0
2026-09-12T06:26:21.6418754+00:00,host,DESKTOP-4DU3C4H,16,23922,8180,21218,1341337145,328.9,191.1,0,0,0,0,530,0
2026-09-12T06:26:22.6490395+00:00,host,DESKTOP-4DU3C4H,16,24200,8196,21257,1344362207,321.4,183.5,0,0,0,0,531,0
2026-09-12T06:26:23.6529980+00:00,host,DESKTOP-4DU3C4H,16,24742,8213,21303,1347600279,321.4,183.6,0,0,0,0,532,16
2026-09-12T06:26:24.6529933+00:00,host,DESKTOP-4DU3C4H,16,24242,8229,21346,1350630560,329.8,192.1,0,0,0,0,533,0
2026-09-12T06:26:25.6622216+00:00,host,DESKTOP-4DU3C4H,12,18149,8241,21388,1352899194,354.1,216.1,-4,0,0,0,534,0
2026-09-12T06:26:26.6665556+00:00,host,DESKTOP-4DU3C4H,9,5033,8250,21412,1353538446,336.0,197.6,-3,0,0,0,535,0
2026-09-12T06:26:27.6675210+00:00,host,DESKTOP-4DU3C4H,14,6457,8264,21429,1354358525,329.4,191.1,5,0,0,0,536,15
2026-09-12T06:26:28.6691600+00:00,host,DESKTOP-4DU3C4H,16,7633,8281,21442,1355356520,329.2,190.8,2,0,0,0,537,0
2026-09-12T06:26:29.6801513+00:00,host,DESKTOP-4DU3C4H,16,8955,8297,21462,1356475925,329.7,191.0,0,0,0,0,538,0
2026-09-12T06:26:30.6811593+00:00,host,DESKTOP-4DU3C4H,16,17436,8314,21477,1358757812,338.1,199.6,0,0,0,0,539,0
2026-09-12T06:26:31.6817854+00:00,host,DESKTOP-4DU3C4H,16,17460,8330,21504,1360975258,336.6,199.5,0,0,0,0,540,0
2026-09-12T06:26:32.6824272+00:00,host,DESKTOP-4DU3C4H,10,9744,8343,21536,1362630542,322.2,184.0,-6,0,0,0,541,0
2026-09-12T06:26:33.6982583+00:00,host,DESKTOP-4DU3C4H,10,9744,8343,21536,1362630542,330.3,192.1,0,0,0,0,542,16
2026-09-12T06:26:34.6996898+00:00,host,DESKTOP-4DU3C4H,10,9744,8343,21536,1362630542,330.3,192.1,0,0,0,0,543,16
2026-09-12T06:26:35.7144140+00:00,host,DESKTOP-4DU3C4H,5,4719,8355,21557,1364059083,330.3,192.0,-5,0,0,0,544,0
2026-09-12T06:26:36.7161651+00:00,host,DESKTOP-4DU3C4H,15,13269,8370,21593,1365744245,330.5,192.4,10,0,0,0,545,15
2026-09-12T06:26:37.7166131+00:00,host,DESKTOP-4DU3C4H,6,5726,8378,21605,1366672514,338.6,200.4,-9,0,1,0,546,0
2026-09-12T06:26:38.7190325+00:00,host,DESKTOP-4DU3C4H,2,1701,8380,21605,1366904848,330.8,192.6,-4,0,0,0,547,0
2026-09-12T06:26:39.7219480+00:00,host,DESKTOP-4DU3C4H,2,1723,8382,21605,1367137182,346.8,208.6,0,0,0,0,548,0
2026-09-12T06:26:40.7216696+00:00,host,DESKTOP-4DU3C4H,2,1701,8384,21605,1367369516,328.3,190.2,0,0,0,0,549,0
2026-09-12T06:26:41.7235588+00:00,host,DESKTOP-4DU3C4H,2,1801,8386,21605,1367601850,344.7,206.7,0,0,0,0,550,0
2026-09-12T06:26:42.7222193+00:00,host,DESKTOP-4DU3C4H,2,1801,8386,21605,1367601850,344.7,206.7,0,0,0,0,551,0
2026-09-12T06:26:43.7232421+00:00,host,DESKTOP-4DU3C4H,2,1801,8386,21605,1367601850,344.8,206.7,0,0,0,0,552,0
2026-09-12T06:26:44.7245742+00:00,host,DESKTOP-4DU3C4H,2,1801,8386,21605,1367601850,344.8,206.7,0,0,0,0,553,0
2026-09-12T06:26:45.7280489+00:00,host,DESKTOP-4DU3C4H,2,1801,8386,21605,1367601850,344.8,206.7,0,0,0,0,554,0
2026-09-12T06:26:46.7254833+00:00,host,DESKTOP-4DU3C4H,2,1801,8386,21605,1367601850,344.8,206.7,0,0,0,0,555,0
2026-09-12T06:26:47.7284747+00:00,host,DESKTOP-4DU3C4H,2,1801,8386,21605,1367601850,344.8,206.7,0,0,0,0,556,0
2026-09-12T06:26:48.7302560+00:00,host,DESKTOP-4DU3C4H,2,1801,8386,21605,1367601850,344.8,206.7,0,0,0,0,557,16
2026-09-12T06:26:49.7322289+00:00,host,DESKTOP-4DU3C4H,0,125,8387,21606,1367719413,328.3,189.9,-2,0,0,1,558,0
2026-09-12T06:26:50.7330255+00:00,host,DESKTOP-4DU3C4H,10,11120,8398,21632,1369219251,336.6,198.2,10,0,0,0,559,0
2026-09-12T06:26:51.7309798+00:00,host,DESKTOP-4DU3C4H,11,12656,8409,21656,1370850289,328.8,190.6,1,0,0,0,560,0
2026-09-12T06:26:52.7326442+00:00,host,DESKTOP-4DU3C4H,11,12656,8409,21656,1370850289,321.3,183.2,0,0,0,0,561,0
2026-09-12T06:26:53.7372156+00:00,host,DESKTOP-4DU3C4H,9,10681,8425,21689,1373249576,321.8,183.5,-2,0,0,0,562,0
2026-09-12T06:26:54.7311786+00:00,host,DESKTOP-4DU3C4H,14,19514,8440,21724,1375803512,321.6,183.3,5,0,0,0,563,0
2026-09-12T06:26:55.7452033+00:00,host,DESKTOP-4DU3C4H,13,19700,8453,21762,1378265970,322.1,184.1,-1,0,0,0,564,0
2026-09-12T06:26:56.7489343+00:00,host,DESKTOP-4DU3C4H,16,24263,8469,21805,1381298784,330.2,192.5,3,0,0,0,565,16
2026-09-12T06:26:57.7573482+00:00,host,DESKTOP-4DU3C4H,16,24271,8485,21846,1384332720,330.6,192.7,0,0,0,0,566,0
2026-09-12T06:26:58.7606251+00:00,host,DESKTOP-4DU3C4H,16,23951,8501,21882,1387326607,336.1,200.2,0,0,0,0,567,0
2026-09-12T06:26:59.7477469+00:00,host,DESKTOP-4DU3C4H,16,24018,8518,21928,1390466896,330.1,192.3,0,0,0,0,568,0
2026-09-12T06:27:00.7620051+00:00,host,DESKTOP-4DU3C4H,16,23986,8535,21972,1393606029,322.7,184.9,0,0,0,0,569,15
2026-09-12T06:27:01.8333859+00:00,host,DESKTOP-4DU3C4H,15,22591,8551,22006,1396562580,345.7,207.1,-1,0,0,0,571,63
2026-09-12T06:27:02.8399499+00:00,host,DESKTOP-4DU3C4H,16,24963,8568,22036,1399829581,329.8,191.8,1,0,0,0,572,15
2026-09-12T06:27:03.8480069+00:00,host,DESKTOP-4DU3C4H,16,25403,8584,22079,1403004954,320.2,181.6,0,0,0,0,573,0
2026-09-12T06:27:04.8402366+00:00,host,DESKTOP-4DU3C4H,14,21284,8598,22122,1405708002,320.5,182.1,-2,0,0,0,574,0
2026-09-12T06:27:05.8413206+00:00,host,DESKTOP-4DU3C4H,16,22694,8614,22164,1408632680,328.6,189.8,2,0,0,0,575,0
2026-09-12T06:27:06.8399941+00:00,host,DESKTOP-4DU3C4H,14,22231,8628,22192,1411411516,321.2,182.8,-2,0,0,0,576,0
2026-09-12T06:27:07.8400044+00:00,host,DESKTOP-4DU3C4H,16,33522,8644,22233,1415601791,329.1,190.5,2,0,0,0,577,0
2026-09-12T06:27:08.8400403+00:00,host,DESKTOP-4DU3C4H,10,20316,8654,22255,1418219958,321.5,183.1,-6,0,0,0,578,0
2026-09-12T06:27:09.8486934+00:00,host,DESKTOP-4DU3C4H,14,28951,8668,22284,1421950980,346.6,208.5,4,0,0,0,579,0
2026-09-12T06:27:10.8408822+00:00,host,DESKTOP-4DU3C4H,14,28951,8668,22284,1421950980,346.6,208.5,0,0,0,0,580,0
2026-09-12T06:27:11.8528799+00:00,host,DESKTOP-4DU3C4H,14,28951,8668,22284,1421950980,346.6,208.5,0,0,0,0,581,0
2026-09-12T06:27:12.8542985+00:00,host,DESKTOP-4DU3C4H,14,28951,8668,22284,1421950980,346.6,208.6,0,0,0,0,582,0
2026-09-12T06:27:13.8399716+00:00,host,DESKTOP-4DU3C4H,14,28951,8668,22284,1421950980,346.7,208.6,0,0,0,0,583,0
2026-09-12T06:27:14.8413657+00:00,host,DESKTOP-4DU3C4H,14,28951,8668,22284,1421950980,346.6,208.6,0,0,0,0,584,0
2026-09-12T06:27:15.8421158+00:00,host,DESKTOP-4DU3C4H,1,1158,8671,22284,1422783150,321.3,182.8,-13,0,1,0,585,0
2026-09-12T06:27:16.8448937+00:00,host,DESKTOP-4DU3C4H,1,1158,8671,22284,1422783150,321.3,182.8,0,0,0,0,586,0
2026-09-12T06:27:17.8498087+00:00,host,DESKTOP-4DU3C4H,0,916,8672,22286,1423065984,320.8,182.4,-1,0,0,1,587,0
2026-09-12T06:27:18.8402717+00:00,host,DESKTOP-4DU3C4H,11,24892,8683,22308,1426177472,329.1,190.8,11,0,0,0,588,0
2026-09-12T06:27:19.8402873+00:00,host,DESKTOP-4DU3C4H,16,35629,8699,22350,1430702408,329.4,191.1,5,0,0,0,589,0
2026-09-12T06:27:20.8401449+00:00,host,DESKTOP-4DU3C4H,15,33444,8714,22385,1434945578,330.6,192.5,-1,0,0,0,590,0
2026-09-12T06:27:21.8402163+00:00,host,DESKTOP-4DU3C4H,14,30703,8728,22415,1438906279,330.2,192.1,-1,0,0,0,591,0
2026-09-12T06:27:22.8418915+00:00,host,DESKTOP-4DU3C4H,13,29236,8741,22444,1442615583,322.2,184.1,-1,0,0,0,592,0
2026-09-12T06:27:23.8546289+00:00,host,DESKTOP-4DU3C4H,13,29236,8741,22444,1442615583,322.2,184.1,0,0,0,0,593,0
2026-09-12T06:27:24.8481780+00:00,host,DESKTOP-4DU3C4H,13,29236,8741,22444,1442615583,322.2,184.1,0,0,0,0,594,0
2026-09-12T06:27:25.8439858+00:00,host,DESKTOP-4DU3C4H,0,734,8742,22444,1442906613,346.4,208.3,-13,0,0,1,595,0
2026-09-12T06:27:26.8403136+00:00,host,DESKTOP-4DU3C4H,10,22593,8752,22468,1445818310,322.0,183.8,10,0,0,0,596,0
2026-09-12T06:27:27.8399997+00:00,host,DESKTOP-4DU3C4H,16,36674,8768,22511,1450475939,324.0,186.3,6,0,0,0,597,0
2026-09-12T06:27:28.8538871+00:00,host,DESKTOP-4DU3C4H,16,36674,8768,22511,1450475939,333.2,195.1,0,0,0,0,598,0
2026-09-12T06:27:29.8450187+00:00,host,DESKTOP-4DU3C4H,16,36674,8768,22511,1450475939,333.2,195.1,0,0,0,0,599,0
2026-09-12T06:27:30.8399221+00:00,host,DESKTOP-4DU3C4H,16,36674,8768,22511,1450475939,333.2,195.1,0,0,0,0,600,0
2026-09-12T06:27:31.8415295+00:00,host,DESKTOP-4DU3C4H,16,36674,8768,22511,1450475939,333.2,195.1,0,0,0,0,601,0
