Utc,Role,Machine,Fps,Kbps,FramesTotal,FramesDropped,BytesTotal,WorkingSetMB,PrivateMB,DeltaFps,HangSuspect,LagSuspect,ZeroFpsStreak,SessionSeconds,TimerSkewMs
2026-09-12T06:21:15.3053139+00:00,host,DESKTOP-4DU3C4H,16,19763,3354,8719,550347073,317.0,180.6,0,0,0,0,224,16
2026-09-12T06:21:16.3092293+00:00,host,DESKTOP-4DU3C4H,16,20071,3371,8764,552933697,317.1,180.6,0,0,0,0,225,0
2026-09-12T06:21:17.3124930+00:00,host,DESKTOP-4DU3C4H,16,20071,3371,8764,552933697,332.3,197.8,0,0,0,0,226,0
2026-09-12T06:21:18.3146403+00:00,host,DESKTOP-4DU3C4H,16,19756,3388,8810,555519303,334.1,197.8,0,0,0,0,227,0
2026-09-12T06:21:19.3177845+00:00,host,DESKTOP-4DU3C4H,16,19759,3405,8856,558105249,326.3,190.1,0,0,0,0,228,0
2026-09-12T06:21:20.3069716+00:00,host,DESKTOP-4DU3C4H,16,20050,3422,8901,560689173,324.3,187.9,0,0,0,0,229,0
2026-09-12T06:21:21.3113302+00:00,host,DESKTOP-4DU3C4H,16,19730,3439,8946,563271338,332.0,196.7,0,0,0,0,230,0
2026-09-12T06:21:22.3117019+00:00,host,DESKTOP-4DU3C4H,16,19719,3456,8992,565852022,317.2,181.1,0,0,0,0,231,0
2026-09-12T06:21:23.3136679+00:00,host,DESKTOP-4DU3C4H,16,20028,3473,9038,568433135,317.1,181.0,0,0,0,0,232,0
2026-09-12T06:21:24.3171575+00:00,host,DESKTOP-4DU3C4H,16,19707,3490,9083,571012290,333.5,197.5,0,0,0,0,233,0
2026-09-12T06:21:25.3196881+00:00,host,DESKTOP-4DU3C4H,16,20024,3507,9128,573592820,317.5,181.4,0,0,0,0,234,0
2026-09-12T06:21:26.3075159+00:00,host,DESKTOP-4DU3C4H,16,19706,3524,9173,576171865,325.2,189.0,0,0,0,0,235,0
2026-09-12T06:21:27.3072018+00:00,host,DESKTOP-4DU3C4H,16,19701,3541,9219,578750233,317.4,181.3,0,0,0,0,236,0
2026-09-12T06:21:28.3074200+00:00,host,DESKTOP-4DU3C4H,16,20000,3558,9265,581327751,317.3,181.1,0,0,0,0,237,0
2026-09-12T06:21:29.3094235+00:00,host,DESKTOP-4DU3C4H,16,19693,3575,9309,583905097,325.3,189.4,0,0,0,0,238,0
2026-09-12T06:21:30.3111097+00:00,host,DESKTOP-4DU3C4H,16,19988,3592,9355,586481035,340.3,205.7,0,0,0,0,239,0
2026-09-12T06:21:31.3115730+00:00,host,DESKTOP-4DU3C4H,16,19673,3609,9401,589055792,325.0,189.9,0,0,0,0,240,0
2026-09-12T06:21:32.3148385+00:00,host,DESKTOP-4DU3C4H,16,19693,3626,9447,591633161,317.8,181.9,0,0,0,0,241,0
2026-09-12T06:21:33.3165521+00:00,host,DESKTOP-4DU3C4H,16,19685,3643,9492,594209372,325.8,189.9,0,0,0,0,242,0
2026-09-12T06:21:34.3154085+00:00,host,DESKTOP-4DU3C4H,16,19982,3660,9537,596784553,326.3,190.6,0,0,0,0,243,0
2026-09-12T06:21:35.3176575+00:00,host,DESKTOP-4DU3C4H,16,19682,3677,9583,599360481,318.3,182.6,0,0,0,0,244,0
2026-09-12T06:21:36.3217091+00:00,host,DESKTOP-4DU3C4H,16,19675,3694,9628,601935473,323.9,187.2,0,0,0,0,245,16
2026-09-12T06:21:37.3284765+00:00,host,DESKTOP-4DU3C4H,16,19684,3711,9675,604511567,331.7,196.3,0,0,0,0,246,0
2026-09-12T06:21:38.3322646+00:00,host,DESKTOP-4DU3C4H,16,19717,3728,9721,607089620,316.7,180.1,0,0,0,0,247,0
2026-09-12T06:21:39.3360563+00:00,host,DESKTOP-4DU3C4H,16,19983,3745,9765,609667367,324.7,188.2,0,0,0,0,248,0
2026-09-12T06:21:40.3240927+00:00,host,DESKTOP-4DU3C4H,16,19686,3762,9811,612243712,316.8,180.3,0,0,0,0,249,0
2026-09-12T06:21:41.3240984+00:00,host,DESKTOP-4DU3C4H,16,19704,3779,9857,614819980,324.7,188.4,0,0,0,0,250,0
2026-09-12T06:21:42.3256485+00:00,host,DESKTOP-4DU3C4H,16,19704,3779,9857,614819980,324.3,187.8,0,0,0,0,251,0
2026-09-12T06:21:43.3230254+00:00,host,DESKTOP-4DU3C4H,16,19403,3812,9945,619822682,324.5,187.9,0,0,0,0,252,0
2026-09-12T06:21:44.3320038+00:00,host,DESKTOP-4DU3C4H,16,19403,3812,9945,619822682,316.9,180.4,0,0,0,0,253,0
2026-09-12T06:21:45.3298190+00:00,host,DESKTOP-4DU3C4H,16,20000,3829,9991,622400172,316.6,179.9,0,0,0,0,254,0
2026-09-12T06:21:46.3338978+00:00,host,DESKTOP-4DU3C4H,16,19403,3845,10035,624825550,324.0,187.4,0,0,0,0,255,0
2026-09-12T06:21:47.3335590+00:00,host,DESKTOP-4DU3C4H,16,19684,3862,10080,627401674,324.2,188.3,0,0,0,0,256,0
2026-09-12T06:21:48.3362224+00:00,host,DESKTOP-4DU3C4H,16,19994,3879,10125,629978462,324.0,188.2,0,0,0,0,257,0
2026-09-12T06:21:49.3233415+00:00,host,DESKTOP-4DU3C4H,16,19683,3896,10171,632554422,316.4,180.7,0,0,0,0,258,0
2026-09-12T06:21:50.3382564+00:00,host,DESKTOP-4DU3C4H,16,19995,3913,10216,635131242,324.4,188.6,0,0,0,0,259,15
2026-09-12T06:21:51.3377176+00:00,host,DESKTOP-4DU3C4H,16,19689,3930,10262,637708021,316.6,180.8,0,0,0,0,260,0
2026-09-12T06:21:52.3381849+00:00,host,DESKTOP-4DU3C4H,16,19691,3947,10307,640285087,324.3,188.4,0,0,0,0,261,0
2026-09-12T06:21:53.3377472+00:00,host,DESKTOP-4DU3C4H,16,19993,3964,10353,642861690,324.3,188.6,0,0,0,0,262,0
2026-09-12T06:21:54.3404055+00:00,host,DESKTOP-4DU3C4H,16,19989,3981,10398,645437794,316.6,180.0,0,0,0,0,263,0
2026-09-12T06:21:55.3423737+00:00,host,DESKTOP-4DU3C4H,16,19688,3998,10443,648014484,324.2,187.5,0,0,0,0,264,0
2026-09-12T06:21:56.3425154+00:00,host,DESKTOP-4DU3C4H,16,19687,4015,10489,650591068,324.4,187.8,0,0,0,0,265,0
2026-09-12T06:21:57.3421865+00:00,host,DESKTOP-4DU3C4H,16,19691,4032,10535,653168101,324.6,187.9,0,0,0,0,266,0
2026-09-12T06:21:58.3421557+00:00,host,DESKTOP-4DU3C4H,16,19693,4049,10580,655745389,316.6,180.0,0,0,0,0,267,0
2026-09-12T06:21:59.3449612+00:00,host,DESKTOP-4DU3C4H,16,19685,4066,10626,658321693,331.7,195.9,0,0,0,0,268,0
2026-09-12T06:22:00.3468708+00:00,host,DESKTOP-4DU3C4H,16,19999,4083,10671,660899012,316.4,179.6,0,0,0,0,269,0
2026-09-12T06:22:01.3487031+00:00,host,DESKTOP-4DU3C4H,16,19994,4100,10716,663475708,324.5,187.8,0,0,0,0,270,0
2026-09-12T06:22:02.3509979+00:00,host,DESKTOP-4DU3C4H,16,19693,4117,10761,666053015,324.2,187.4,0,0,0,0,271,0
2026-09-12T06:22:03.3526373+00:00,host,DESKTOP-4DU3C4H,16,20006,4134,10806,668631247,324.3,187.5,0,0,0,0,272,16
2026-09-12T06:22:04.3694423+00:00,host,DESKTOP-4DU3C4H,16,19702,4151,10852,671209720,316.0,179.4,0,0,0,0,273,16
2026-09-12T06:22:05.3715480+00:00,host,DESKTOP-4DU3C4H,16,19425,4167,10895,673637858,316.6,179.9,0,0,0,0,274,0
2026-09-12T06:22:06.3733237+00:00,host,DESKTOP-4DU3C4H,16,20010,4184,10941,676219208,324.2,187.6,0,0,0,0,275,0
2026-09-12T06:22:07.3757861+00:00,host,DESKTOP-4DU3C4H,16,19761,4201,10987,678802985,324.9,188.5,0,0,0,0,276,0
2026-09-12T06:22:08.3758537+00:00,host,DESKTOP-4DU3C4H,16,19744,4218,11032,681386984,324.9,188.5,0,0,0,0,277,0
2026-09-12T06:22:09.3782032+00:00,host,DESKTOP-4DU3C4H,16,19762,4235,11077,683973386,331.6,196.8,0,0,0,0,278,0
2026-09-12T06:22:10.3819775+00:00,host,DESKTOP-4DU3C4H,16,19761,4252,11122,686559564,316.0,179.1,0,0,0,0,279,0
2026-09-12T06:22:11.3834779+00:00,host,DESKTOP-4DU3C4H,16,19764,4269,11167,689146236,317.2,180.3,0,0,0,0,280,0
2026-09-12T06:22:12.3825452+00:00,host,DESKTOP-4DU3C4H,16,19764,4269,11167,689146236,324.7,187.8,0,0,0,0,281,0
2026-09-12T06:22:13.3713744+00:00,host,DESKTOP-4DU3C4H,16,19779,4286,11212,691734752,317.0,180.2,0,0,0,0,282,0
2026-09-12T06:22:14.3846237+00:00,host,DESKTOP-4DU3C4H,16,19772,4303,11258,694322419,317.0,180.0,0,0,0,0,283,15
2026-09-12T06:22:15.3852598+00:00,host,DESKTOP-4DU3C4H,16,19760,4320,11304,696908512,316.9,180.2,0,0,0,0,284,0
2026-09-12T06:22:16.3876272+00:00,host,DESKTOP-4DU3C4H,16,19797,4337,11350,699496918,324.8,187.8,0,0,0,0,285,0
2026-09-12T06:22:17.3869600+00:00,host,DESKTOP-4DU3C4H,16,19756,4354,11397,702082502,317.0,180.2,0,0,0,0,286,0
2026-09-12T06:22:18.3880893+00:00,host,DESKTOP-4DU3C4H,16,19770,4371,11442,704669880,324.8,188.2,0,0,0,0,287,0
2026-09-12T06:22:19.3920128+00:00,host,DESKTOP-4DU3C4H,16,19771,4388,11488,707257377,317.4,180.9,0,0,0,0,288,0
2026-09-12T06:22:20.3923603+00:00,host,DESKTOP-4DU3C4H,16,19753,4405,11533,709842612,316.8,180.1,0,0,0,0,289,0
2026-09-12T06:22:21.3935746+00:00,host,DESKTOP-4DU3C4H,16,19763,4422,11579,712429058,317.1,180.5,0,0,0,0,290,0
2026-09-12T06:22:22.3965011+00:00,host,DESKTOP-4DU3C4H,16,19765,4439,11625,715015754,330.9,196.2,0,0,0,0,291,0
2026-09-12T06:22:23.3955687+00:00,host,DESKTOP-4DU3C4H,16,19745,4456,11670,717599833,316.9,180.3,0,0,0,0,292,0
2026-09-12T06:22:24.3960653+00:00,host,DESKTOP-4DU3C4H,16,19762,4473,11716,720183752,317.3,180.6,0,0,0,0,293,0
2026-09-12T06:22:25.3966587+00:00,host,DESKTOP-4DU3C4H,16,19744,4490,11763,722767779,332.8,196.2,0,0,0,0,294,0
2026-09-12T06:22:26.4000430+00:00,host,DESKTOP-4DU3C4H,16,19459,4506,11806,725200117,317.2,180.5,0,0,0,0,295,0
2026-09-12T06:22:27.4021573+00:00,host,DESKTOP-4DU3C4H,16,20031,4523,11852,727784162,325.5,188.9,0,0,0,0,296,16
2026-09-12T06:22:28.4025613+00:00,host,DESKTOP-4DU3C4H,16,19465,4539,11895,730217313,325.3,188.8,0,0,0,0,297,0
2026-09-12T06:22:29.4045442+00:00,host,DESKTOP-4DU3C4H,16,19760,4556,11941,732800991,325.3,188.8,0,0,0,0,298,0
2026-09-12T06:22:30.4057373+00:00,host,DESKTOP-4DU3C4H,16,20027,4573,11986,735384509,317.4,180.6,0,0,0,0,299,0
2026-09-12T06:22:31.4061271+00:00,host,DESKTOP-4DU3C4H,16,19750,4590,12031,737969233,325.3,188.5,0,0,0,0,300,0
2026-09-12T06:22:32.4073413+00:00,host,DESKTOP-4DU3C4H,16,19768,4607,12077,740553909,317.4,180.6,0,0,0,0,301,0
2026-09-12T06:22:33.4073660+00:00,host,DESKTOP-4DU3C4H,16,19744,4624,12123,743137958,325.6,188.9,0,0,0,0,302,0
2026-09-12T06:22:34.4120993+00:00,host,DESKTOP-4DU3C4H,16,20026,4641,12168,745721288,325.4,188.6,0,0,0,0,303,0
2026-09-12T06:22:35.4132146+00:00,host,DESKTOP-4DU3C4H,16,19758,4658,12214,748304642,317.6,180.8,0,0,0,0,304,0
2026-09-12T06:22:36.4131971+00:00,host,DESKTOP-4DU3C4H,16,19474,4674,12258,750738931,325.7,189.0,0,0,0,0,305,0
2026-09-12T06:22:37.4143870+00:00,host,DESKTOP-4DU3C4H,16,20042,4691,12304,753324386,325.5,188.9,0,0,0,0,306,0
2026-09-12T06:22:38.4155686+00:00,host,DESKTOP-4DU3C4H,16,19757,4708,12349,755910097,325.6,188.8,0,0,0,0,307,15
2026-09-12T06:22:39.4175985+00:00,host,DESKTOP-4DU3C4H,16,19757,4708,12349,755910097,325.4,188.5,0,0,0,0,308,0
2026-09-12T06:22:40.4171841+00:00,host,DESKTOP-4DU3C4H,16,19765,4725,12394,758494386,325.3,188.6,0,0,0,0,309,0
2026-09-12T06:22:41.4197744+00:00,host,DESKTOP-4DU3C4H,16,19768,4742,12441,761081513,325.5,189.0,0,0,0,0,310,0
2026-09-12T06:22:42.4191347+00:00,host,DESKTOP-4DU3C4H,16,19756,4759,12487,763667116,317.3,180.6,0,0,0,0,311,0
2026-09-12T06:22:43.4197750+00:00,host,DESKTOP-4DU3C4H,16,19487,4775,12530,766102931,317.5,180.8,0,0,0,0,312,0
2026-09-12T06:22:44.4209889+00:00,host,DESKTOP-4DU3C4H,16,19753,4792,12576,768688150,325.5,188.9,0,0,0,0,313,0
2026-09-12T06:22:45.4227920+00:00,host,DESKTOP-4DU3C4H,16,19734,4809,12622,771270888,326.0,188.9,0,0,0,0,314,0
2026-09-12T06:22:46.4246030+00:00,host,DESKTOP-4DU3C4H,16,19445,4826,12668,773852261,327.5,190.7,0,0,0,0,315,0
2026-09-12T06:22:47.4272390+00:00,host,DESKTOP-4DU3C4H,16,20013,4843,12714,776433920,326.8,190.9,0,0,0,0,316,0
2026-09-12T06:22:48.4275021+00:00,host,DESKTOP-4DU3C4H,16,19418,4859,12757,778861214,334.6,198.9,0,0,0,0,317,0
2026-09-12T06:22:49.4290332+00:00,host,DESKTOP-4DU3C4H,16,19715,4876,12804,781441441,328.6,191.7,0,0,0,0,318,0
2026-09-12T06:22:50.4306300+00:00,host,DESKTOP-4DU3C4H,16,19743,4893,12849,784022889,328.8,192.0,0,0,0,0,319,0
2026-09-12T06:22:51.4167502+00:00,host,DESKTOP-4DU3C4H,16,19700,4910,12895,786601187,327.1,191.1,0,0,0,0,320,0
2026-09-12T06:22:52.4184353+00:00,host,DESKTOP-4DU3C4H,16,19708,4927,12941,789180440,327.1,191.2,0,0,0,0,321,0
2026-09-12T06:22:53.4191992+00:00,host,DESKTOP-4DU3C4H,16,19415,4943,12984,791607257,327.3,191.6,0,0,0,0,322,0
2026-09-12T06:22:54.4211964+00:00,host,DESKTOP-4DU3C4H,16,19694,4960,13030,794184738,328.0,192.0,0,0,0,0,323,0
2026-09-12T06:22:55.4228149+00:00,host,DESKTOP-4DU3C4H,16,19693,4977,13076,796762018,333.1,196.5,0,0,0,0,324,0
2026-09-12T06:22:56.4234231+00:00,host,DESKTOP-4DU3C4H,16,19697,4994,13122,799339873,324.2,186.4,0,0,0,0,325,0
2026-09-12T06:22:57.4234018+00:00,host,DESKTOP-4DU3C4H,16,19691,5011,13168,801916891,324.6,186.8,0,0,0,0,326,0
2026-09-12T06:22:58.4269391+00:00,host,DESKTOP-4DU3C4H,16,20006,5028,13213,804495215,339.3,202.7,0,0,0,0,327,0
2026-09-12T06:22:59.4288597+00:00,host,DESKTOP-4DU3C4H,16,19698,5045,13259,807073221,338.7,202.6,0,0,0,0,328,0
2026-09-12T06:23:00.4262361+00:00,host,DESKTOP-4DU3C4H,16,19676,5062,13304,809648369,335.2,198.4,0,0,0,0,329,0
2026-09-12T06:23:01.4274133+00:00,host,DESKTOP-4DU3C4H,16,19404,5078,13348,812073875,327.8,190.6,0,0,0,0,330,0
2026-09-12T06:23:02.4296062+00:00,host,DESKTOP-4DU3C4H,16,19992,5095,13394,814650291,328.2,191.1,0,0,0,0,331,0
2026-09-12T06:23:03.4332834+00:00,host,DESKTOP-4DU3C4H,16,19385,5111,13436,817073386,320.1,182.8,0,0,0,0,332,16
2026-09-12T06:23:04.4322487+00:00,host,DESKTOP-4DU3C4H,16,19685,5128,13482,819649692,319.9,182.7,0,0,0,0,333,0
2026-09-12T06:23:05.4354240+00:00,host,DESKTOP-4DU3C4H,16,19687,5145,13528,822226197,320.0,183.0,0,0,0,0,334,0
2026-09-12T06:23:06.4361931+00:00,host,DESKTOP-4DU3C4H,16,19689,5162,13573,824803028,327.9,190.7,0,0,0,0,335,0
2026-09-12T06:23:07.4356165+00:00,host,DESKTOP-4DU3C4H,16,20006,5179,13619,827381300,328.0,191.0,0,0,0,0,336,0
2026-09-12T06:23:08.4374569+00:00,host,DESKTOP-4DU3C4H,16,20006,5179,13619,827381300,320.0,182.8,0,0,0,0,337,0
2026-09-12T06:23:09.4366090+00:00,host,DESKTOP-4DU3C4H,16,19695,5196,13665,829958879,319.9,182.7,0,0,0,0,338,0
2026-09-12T06:23:10.4395396+00:00,host,DESKTOP-4DU3C4H,16,19401,5212,13709,832384015,320.6,183.1,0,0,0,0,339,0
2026-09-12T06:23:11.4412017+00:00,host,DESKTOP-4DU3C4H,16,19706,5229,13754,834963014,328.8,191.3,0,0,0,0,340,0
2026-09-12T06:23:12.4405880+00:00,host,DESKTOP-4DU3C4H,16,19708,5246,13800,837539872,320.7,183.2,0,0,0,0,341,0
2026-09-12T06:23:13.4418054+00:00,host,DESKTOP-4DU3C4H,16,19691,5263,13846,840116928,320.8,183.4,0,0,0,0,342,0
2026-09-12T06:23:14.4457863+00:00,host,DESKTOP-4DU3C4H,16,19931,5280,13891,842688049,328.8,191.5,0,0,0,0,343,0
2026-09-12T06:23:15.4464395+00:00,host,DESKTOP-4DU3C4H,16,19548,5297,13936,845243936,328.8,191.6,0,0,0,0,344,0
2026-09-12T06:23:16.4330923+00:00,host,DESKTOP-4DU3C4H,16,19439,5314,13983,847787972,321.1,183.7,0,0,0,0,345,0
2026-09-12T06:23:17.4349254+00:00,host,DESKTOP-4DU3C4H,16,19046,5330,14026,850168741,329.4,192.2,0,0,0,0,346,0
2026-09-12T06:23:18.4366902+00:00,host,DESKTOP-4DU3C4H,16,19508,5347,14072,852685288,329.9,192.7,0,0,0,0,347,0
2026-09-12T06:23:19.4405368+00:00,host,DESKTOP-4DU3C4H,16,18577,5363,14116,855042248,330.2,193.1,0,0,0,0,348,0
2026-09-12T06:23:20.4372542+00:00,host,DESKTOP-4DU3C4H,16,19036,5380,14162,857533575,329.7,192.5,0,0,0,0,349,0
2026-09-12T06:23:21.4387117+00:00,host,DESKTOP-4DU3C4H,16,18940,5397,14208,860012311,321.9,184.7,0,0,0,0,350,0
2026-09-12T06:23:22.4398405+00:00,host,DESKTOP-4DU3C4H,16,18863,5414,14254,862480954,330.2,193.0,0,0,0,0,351,0
2026-09-12T06:23:23.4436755+00:00,host,DESKTOP-4DU3C4H,16,18935,5431,14299,864959010,337.6,201.3,0,0,0,0,352,0
2026-09-12T06:23:24.4458681+00:00,host,DESKTOP-4DU3C4H,16,19035,5448,14346,867450180,330.1,192.9,0,0,0,0,353,0
2026-09-12T06:23:25.4458226+00:00,host,DESKTOP-4DU3C4H,16,19159,5465,14391,869955162,329.8,192.8,0,0,0,0,354,0
2026-09-12T06:23:26.4481676+00:00,host,DESKTOP-4DU3C4H,16,19252,5482,14437,872474719,329.9,192.6,0,0,0,0,355,16
2026-09-12T06:23:27.4644201+00:00,host,DESKTOP-4DU3C4H,16,19348,5499,14482,875006865,330.1,192.9,0,0,0,0,356,15
2026-09-12T06:23:28.4644516+00:00,host,DESKTOP-4DU3C4H,16,19446,5516,14529,877551900,330.2,193.1,0,0,0,0,357,0
2026-09-12T06:23:29.4666289+00:00,host,DESKTOP-4DU3C4H,16,19540,5533,14575,880109211,322.4,185.4,0,0,0,0,358,0
2026-09-12T06:23:30.4668282+00:00,host,DESKTOP-4DU3C4H,16,19652,5550,14620,882681159,338.1,201.0,0,0,0,0,359,0
2026-09-12T06:23:31.4688464+00:00,host,DESKTOP-4DU3C4H,16,19689,5567,14666,885257950,330.6,193.9,0,0,0,0,360,0
2026-09-12T06:23:32.4703806+00:00,host,DESKTOP-4DU3C4H,16,19686,5584,14711,887834355,320.9,182.9,0,0,0,0,361,0
2026-09-12T06:23:33.4703228+00:00,host,DESKTOP-4DU3C4H,16,19707,5601,14757,890411053,321.2,183.6,0,0,0,0,362,0
2026-09-12T06:23:34.4734295+00:00,host,DESKTOP-4DU3C4H,16,19682,5618,14803,892986911,329.1,191.5,0,0,0,0,363,0
2026-09-12T06:23:35.4735601+00:00,host,DESKTOP-4DU3C4H,16,19682,5618,14803,892986911,329.0,191.3,0,0,0,0,364,0
2026-09-12T06:23:36.4773017+00:00,host,DESKTOP-4DU3C4H,16,19977,5635,14849,895563924,328.0,191.4,0,0,0,0,365,0
2026-09-12T06:23:37.4767315+00:00,host,DESKTOP-4DU3C4H,16,20022,5652,14894,898144274,335.9,199.3,0,0,0,0,366,0
2026-09-12T06:23:38.4646655+00:00,host,DESKTOP-4DU3C4H,16,19727,5669,14939,900725980,321.0,183.4,0,0,0,0,367,0
2026-09-12T06:23:39.4664470+00:00,host,DESKTOP-4DU3C4H,16,19743,5686,14985,903309783,329.3,191.6,0,0,0,0,368,0
2026-09-12T06:23:40.4683643+00:00,host,DESKTOP-4DU3C4H,16,19761,5703,15031,905893526,321.4,183.7,0,0,0,0,369,0
2026-09-12T06:23:41.4685815+00:00,host,DESKTOP-4DU3C4H,16,19746,5720,15076,908477831,329.3,191.6,0,0,0,0,370,0
2026-09-12T06:23:42.4748505+00:00,host,DESKTOP-4DU3C4H,16,19749,5737,15123,911062501,322.6,191.5,0,0,0,0,371,0
2026-09-12T06:23:43.4681969+00:00,host,DESKTOP-4DU3C4H,16,26594,5753,15165,914489752,329.2,191.6,0,0,0,0,372,0
2026-09-12T06:23:44.4762767+00:00,host,DESKTOP-4DU3C4H,15,31686,5769,15204,918636592,328.6,190.9,-1,0,0,0,373,0
2026-09-12T06:23:45.4722123+00:00,host,DESKTOP-4DU3C4H,14,15760,5784,15247,920699206,329.1,191.2,-1,0,0,0,374,0
2026-09-12T06:23:46.4751397+00:00,host,DESKTOP-4DU3C4H,14,14174,5799,15282,922554271,329.3,191.7,0,0,0,0,375,0
2026-09-12T06:23:47.4746422+00:00,host,DESKTOP-4DU3C4H,16,22975,5816,15328,925561142,328.8,190.9,2,0,0,0,376,0
2026-09-12T06:23:48.4764006+00:00,host,DESKTOP-4DU3C4H,16,23141,5832,15370,928453825,321.5,183.8,0,0,0,0,377,0
2026-09-12T06:23:49.4790334+00:00,host,DESKTOP-4DU3C4H,16,23579,5848,15415,931401229,328.8,191.2,0,0,0,0,378,0
2026-09-12T06:23:50.4937358+00:00,host,DESKTOP-4DU3C4H,16,23626,5865,15460,934493246,336.4,199.7,0,0,0,0,379,16
2026-09-12T06:23:51.4813336+00:00,host,DESKTOP-4DU3C4H,16,23419,5881,15505,937420590,329.2,191.5,0,0,0,0,380,0
2026-09-12T06:23:52.4815174+00:00,host,DESKTOP-4DU3C4H,16,23546,5897,15548,940363870,329.3,191.7,0,0,0,0,381,0
2026-09-12T06:23:53.4842730+00:00,host,DESKTOP-4DU3C4H,16,23686,5913,15592,943324627,329.2,191.5,0,0,0,0,382,0
2026-09-12T06:23:54.4849432+00:00,host,DESKTOP-4DU3C4H,16,24173,5930,15638,946488254,329.3,191.7,0,0,0,0,383,0
2026-09-12T06:23:55.4862673+00:00,host,DESKTOP-4DU3C4H,16,24303,5947,15684,949668848,321.4,183.6,0,0,0,0,384,0
2026-09-12T06:23:56.4887395+00:00,host,DESKTOP-4DU3C4H,16,24017,5963,15728,952671025,321.3,183.8,0,0,0,0,385,0
2026-09-12T06:23:57.4884715+00:00,host,DESKTOP-4DU3C4H,16,24362,5980,15774,955856379,320.9,183.3,0,0,0,0,386,0
2026-09-12T06:23:58.4896525+00:00,host,DESKTOP-4DU3C4H,16,24350,5997,15819,959043207,329.5,192.1,0,0,0,0,387,0
2026-09-12T06:23:59.4906590+00:00,host,DESKTOP-4DU3C4H,16,24346,6014,15865,962229512,321.2,183.5,0,0,0,0,388,0
2026-09-12T06:24:00.4896222+00:00,host,DESKTOP-4DU3C4H,16,24274,6031,15911,965406434,329.4,191.8,0,0,0,0,389,0
2026-09-12T06:24:01.4908829+00:00,host,DESKTOP-4DU3C4H,16,24327,6048,15956,968590173,329.5,191.9,0,0,0,0,390,0
2026-09-12T06:24:02.4872378+00:00,host,DESKTOP-4DU3C4H,16,24337,6065,16002,971775306,329.5,192.0,0,0,0,0,391,0
2026-09-12T06:24:03.4859495+00:00,host,DESKTOP-4DU3C4H,16,24538,6082,16049,974986676,329.9,192.6,0,0,0,0,392,0
2026-09-12T06:24:04.4956392+00:00,host,DESKTOP-4DU3C4H,16,22141,6098,16093,977754270,321.9,184.5,0,0,0,0,393,16
2026-09-12T06:24:05.4976055+00:00,host,DESKTOP-4DU3C4H,16,19493,6114,16136,980190934,321.6,184.1,0,0,0,0,394,0
2026-09-12T06:24:06.4981962+00:00,host,DESKTOP-4DU3C4H,16,20075,6131,16183,982778128,321.9,184.6,0,0,0,0,395,0
2026-09-12T06:24:07.4992012+00:00,host,DESKTOP-4DU3C4H,16,19492,6147,16225,985214582,345.7,208.4,0,0,0,0,396,0
2026-09-12T06:24:08.4978711+00:00,host,DESKTOP-4DU3C4H,16,19492,6147,16225,985214582,321.8,184.4,0,0,0,0,397,0
2026-09-12T06:24:09.4983618+00:00,host,DESKTOP-4DU3C4H,16,19775,6164,16271,987802592,321.8,184.4,0,0,0,0,398,0
2026-09-12T06:24:10.4998414+00:00,host,DESKTOP-4DU3C4H,16,19769,6181,16317,990389842,330.1,192.8,0,0,0,0,399,0
2026-09-12T06:24:11.4979766+00:00,host,DESKTOP-4DU3C4H,16,19768,6198,16363,992976998,330.6,193.2,0,0,0,0,400,0
2026-09-12T06:24:12.4973810+00:00,host,DESKTOP-4DU3C4H,16,25734,6215,16407,996341697,338.9,201.9,0,0,0,0,401,0
2026-09-12T06:24:13.5040536+00:00,host,DESKTOP-4DU3C4H,14,29743,6230,16438,1000234346,322.3,185.4,-2,0,0,0,402,0
2026-09-12T06:24:14.5067413+00:00,host,DESKTOP-4DU3C4H,12,26369,6247,16479,1005023635,322.6,185.6,-2,0,0,0,403,0
2026-09-12T06:24:15.5077478+00:00,host,DESKTOP-4DU3C4H,14,33876,6262,16518,1009457211,323.0,185.9,2,0,0,0,404,0
2026-09-12T06:24:16.5093293+00:00,host,DESKTOP-4DU3C4H,12,33691,6275,16539,1014131802,334.2,196.5,-2,0,0,0,405,0
2026-09-12T06:24:17.5028817+00:00,host,DESKTOP-4DU3C4H,16,60005,6291,16582,1021864929,332.0,194.4,4,0,0,0,406,0
2026-09-12T06:24:18.5077369+00:00,host,DESKTOP-4DU3C4H,12,35961,6303,16620,1026431935,330.3,192.7,-4,0,0,0,407,0
2026-09-12T06:24:19.5102165+00:00,host,DESKTOP-4DU3C4H,16,19621,6319,16662,1028921308,329.4,191.8,4,0,0,0,408,0
2026-09-12T06:24:20.5118581+00:00,host,DESKTOP-4DU3C4H,15,21102,6335,16700,1031683029,327.8,189.4,-1,0,0,0,409,15
2026-09-12T06:24:21.5130485+00:00,host,DESKTOP-4DU3C4H,15,21102,6335,16700,1031683029,336.7,198.6,0,0,0,0,410,0
2026-09-12T06:24:22.5223368+00:00,host,DESKTOP-4DU3C4H,8,12203,6344,16710,1033374693,320.4,182.4,-7,0,0,0,411,0
2026-09-12T06:24:23.5164145+00:00,host,DESKTOP-4DU3C4H,14,17312,6359,16737,1035640417,328.4,190.5,6,0,0,0,412,0
2026-09-12T06:24:24.5181254+00:00,host,DESKTOP-4DU3C4H,13,11614,6372,16766,1037092219,328.4,190.4,-1,0,0,0,413,0
